Periodo;Turma;Manha;Noite;ADM;ADS;CIC;DES;ENGC;ANALISE_E_PROJETO_DE_SISTEMAS;BANCO_DE_DADOS_I;DESENVOLVIMENTO_DE_APLICACOES_COM_BANCO_DE_DADOS;DESENVOLVIMENTO_DE_APLICACOES_DISTRIBUIDAS;DESENVOLVIMENTO_DE_APLICACOES_MOVEIS;DESENVOLVIMENTO_DE_APLICACOES_WEB;EVOLUCAO_DO_PENSAMENTO_ADMINISTRATIVO;GESTAO_DE_SISTEMAS_DE_INFORMACAO;INTRODUCAO_A_PROGRAMACAO;PROGRAMACAO_ESTRUTURADA;PROJETO_INTEGRADOR_EM_ENGENHARIA_DA_COMPUTACAO_II;PROJETO_INTEGRADO_EM_ENGENHARIA_DA_COMPUTACAO_I;SIMULACAO_EMPRESARIAL;WEBDESIGN;Matricula;AV1;AV2;MEDIAParcial;AV3;MEDIAFinal;FALTAS;AV3Bin
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;74629a22cfed47eae86cd7e71c2d1635;6.5;8.0;7.2;0.0;7.2;2;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;435b15978f23ed38232820320e38f3b2;3.5;7.8;5.6;6.5;7.2;5;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a1602a9569fa3532f0a3833eeb72daff;7.5;3.0;5.2;6.5;7.0;5;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2a5fd0f356429b54e90a586ae9b81ab8;0.0;0.0;0.0;0.0;0.0;11;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a107e3dbdd1692a3e8903aaf95335e38;5.0;6.0;5.5;5.3;5.6;5;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5d0727e36a6a7e61019476407969ae1e;9.0;8.3;8.6;0.0;8.6;1;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9efe032b8e1349ef0c672320cbd060a1;7.5;7.0;7.2;0.0;7.2;5;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;b7be1f075e96283e5342acd33ac5f247;0.5;1.5;1.0;0.0;1.0;7;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;b8e5357ea562445d928646e1814e6e21;6.0;8.0;7.0;0.0;7.0;4;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;463ad5f0f7979793e8dc0265f098b473;0.0;0.0;0.0;0.0;0.0;0;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;518930573e18f23e9dc4aa7eda19764c;5.0;6.3;5.6;7.8;7.0;2;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;570121856462fb84c5dbd9a9f41e2352;3.0;0.0;1.5;0.0;1.5;9;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1c1d0ca596227ec75fa2a86696a9862a;0.0;0.0;0.0;0.0;0.0;2;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;d7a90e48ce79b82a116b45167847e5a1;6.0;4.3;5.2;3.0;5.2;3;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0ea8f2ecd9674f559bb7f2e03cb00dab;8.5;6.8;7.6;0.0;7.6;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;68d4ff7ff87546ee27977235fe30bc95;3.0;4.8;3.9;2.8;3.9;3;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;38cceb4cffaf33fa1a8eaf64b09dd6af;0.0;0.0;0.0;0.0;0.0;2;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;c2a9caeb1cb8625230adb70b63b3e843;5.5;8.5;7.0;0.0;7.0;0;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a7846a4757c66cf0290c846b5554c545;6.0;6.5;6.2;5.5;6.2;4;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9ea0963872211e5d499ab8450a8fd175;4.5;0.0;2.2;0.0;2.2;10;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;949c8a2cdff06f50a007b25530cfd6f1;7.0;5.0;6.0;7.0;7.0;0;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;df3c3c5e950b9ce09bab78052fc1fb88;5.0;0.0;2.5;0.0;2.5;10;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a20bad954780c1253a7cc41b3692bac1;6.5;10.0;8.2;0.0;8.2;0;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;f4dd972a642283a62f15cef326436b79;2.0;0.0;1.0;0.0;1.0;8;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9386045b4764ae52836e05e95b1e6358;5.5;5.0;5.2;7.8;6.6;2;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a0ede913a034888284e36ddae138b9c7;7.0;0.0;3.5;9.5;8.2;5;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;bc13e8451873329877acf1cf2cfb6616;5.0;9.0;7.0;0.0;7.0;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6866a4fd688082280e632cfd6b801379;5.0;5.8;5.4;6.8;6.3;5;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6c0093a21375d68c2af4978b0a9e1b6f;0.0;0.0;0.0;0.0;0.0;8;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;c162b6d6585739b25d6a2f48bdd690b0;6.0;5.0;5.5;7.3;6.6;5;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;cc62f1c38146571bd82267501acf0c70;4.0;0.0;2.0;0.0;2.0;8;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4ea5bfb388930a708abbed0fac8afebc;2.0;2.0;2.0;0.0;2.0;4;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5d90d0b30d29bdd06b4ffa9cd4fd0d4e;8.0;7.0;7.5;0.0;7.5;2;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1d02fad4df462547a0d92a12fdd10e8a;0.0;0.0;0.0;0.0;0.0;11;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4bf0ddb33a430c0d7caba9b0a0a0171b;4.0;8.3;6.2;4.3;6.3;4;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5fd47ecf397b68f92ac658165db9d226;2.0;0.0;1.0;0.0;1.0;7;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1286bc3ff657972a72d647f42fb32cc6;8.0;7.8;7.9;0.0;7.9;4;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3a7a63a04c5b3e90df64b8091da05b60;9.0;5.8;7.4;0.0;7.4;4;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;99ffaf49fdc0c5c0bd4cec6d829436cf;0.0;0.0;0.0;0.0;0.0;12;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;fed5c7f324ee6acd2b1cd33c9cfbfbfb;4.0;7.0;5.5;7.0;7.0;5;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;eccb3767d9e713008fe2c0ff4194d6b6;8.0;6.0;7.0;8.5;8.2;2;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;cdc1974afbac71a9807ebd172ddffe4e;5.5;8.8;7.2;0.0;7.2;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2356c7577a0d618e6c16ebda61f2e626;8.5;6.3;7.4;0.0;7.4;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;d4e6f034ad7c1bd1786185f62d404d54;4.0;7.0;5.5;3.0;5.5;4;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;96bd6db4819acf2198d3d9066c1fe3d6;6.0;6.5;6.2;0.0;6.2;5;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;de08e77c7718026028476f819792f2b8;6.0;9.3;7.6;7.5;8.4;2;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8d667476aa3cea2aef23bc8f837f8a5a;5.0;9.0;7.0;0.0;7.0;5;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;d3ca00269a79bb4f313a8b955ca3f5ec;6.5;5.0;5.8;5.5;6.0;4;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8982924edeacf1a6f2f128caf594ea2a;8.0;10.0;9.0;7.5;9.0;1;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;757951d0df3bf62dae61cca3e52f3b95;5.5;0.0;2.8;0.0;2.8;11;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1055875d5e89a75f1b6eb221bdb8aff4;0.0;0.0;0.0;0.0;0.0;0;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;f5b233de8ad998389061936355d40a65;6.5;5.3;5.9;3.3;5.9;5;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;f2b14e2e53a90864a9a10e113bf4fb2a;6.5;7.8;7.2;0.0;7.2;2;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60f5c3520d3c03eddd4f48c73cc09138;2.5;6.0;4.2;8.0;7.0;4;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a955a2becf7fbf47bccd9d40f3195745;5.5;8.5;7.0;0.0;7.0;0;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9a4b16d2197c10282da80233239ac1b1;6.5;7.8;7.2;0.0;7.2;4;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;35bb163422c60cdcfc336ac7287743b2;7.0;8.0;7.5;0.0;7.5;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9fc2063f7421b9c7202183f8b0d2c8cd;6.0;6.3;6.2;0.0;6.2;4;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9f965265b5b33e7df57d8998bebeb99f;4.0;0.0;2.0;6.8;5.4;9;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;03f330da8948cb4e8d5c64addac614f8;0.0;0.0;0.0;0.0;0.0;1;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;d8bd07cb8fee71aad8705482933e5cf0;7.0;5.8;6.4;0.0;6.4;5;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a7446d907f88a8df845b625dc95f934d;0.0;0.0;0.0;0.0;0.0;11;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;aa5b0c292e42d68762ead29480582aed;0.0;0.0;0.0;0.0;0.0;10;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;f0fd3a3ef55f7bfe78451571bb7f652f;6.5;8.3;7.4;0.0;7.4;4;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a8fedf10a9f8acaa2699ba4d7130351e;7.0;7.0;7.0;0.0;7.0;5;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;813b6b8178fd42f088c3aa5ce90ce045;7.0;7.0;7.0;0.0;7.0;5;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0549a6592d1e54414a466486e56fa296;0.0;0.0;0.0;0.0;0.0;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;921a68e02e2d93ff27d7c5c6e1c3536a;0.0;0.0;0.0;0.0;0.0;0;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;c1f9852324c978a30fac529d97eb2408;6.0;8.0;7.0;0.0;7.0;0;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;501fee595f1bbae7278a9ef27b59dea2;8.0;9.3;8.6;0.0;8.6;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11d18fa4350c8b348df9ac2f07da858a;4.5;7.8;6.2;6.5;7.2;3;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8c50dae096998eda878998f37c09b6b5;9.0;8.3;8.6;0.0;8.6;1;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7f05117ded98acdfce32dbf1282db47f;6.0;7.0;6.5;8.5;7.8;4;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;df0e67be3184bfd473c519e724ae9593;6.0;8.5;7.2;0.0;7.2;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;899b01c2804dcf89b08b3ba2abec7b15;5.5;9.3;7.4;0.0;7.4;2;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1e765e09ed61a4f64fb0e42c30b64d85;7.5;9.0;8.2;0.0;8.2;0;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;ef146136f365e07a1fdc3ca615775e40;0.0;0.0;0.0;0.0;0.0;7;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;a9d22f22b4e0752f2a6a6ef0cc818dc9;6.0;8.3;7.2;8.3;8.3;3;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;689511aa407d6294df5abd52314fd2d5;6.5;8.8;7.6;0.0;7.6;2;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;eae60edb335c919e4d06f66ae1bc5948;4.0;7.5;5.8;6.5;7.0;3;1.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6ddc13fdbd1afa4ee77bac4494f85978;0.0;0.0;0.0;0.0;0.0;10;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;06d230ef3077b66e54365b304c84d0b8;3.0;0.0;1.5;0.0;1.5;3;0.0
2019-01;152-2019-01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;ac8f8aa25310a236d6673d80f4f36702;8.0;7.8;7.9;0.0;7.9;0;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;e78f4d2bdd1be80a78000e59c0ef6aea;4.0;10.0;7.0;9.0;9.5;1;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;38442bd499488f71311c4da0625cc1c7;5.5;8.4;7.0;0.0;7.0;2;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8546186afa3dfa66ced46940e3879107;5.5;9.2;7.4;0.0;7.4;2;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0da344b0d25e9f505e1f02f815be1432;2.0;7.1;4.6;5.5;6.3;3;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;340658f896119ce16e7866cc3d98f9a9;7.0;9.2;8.1;0.0;8.1;0;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ef354f1b7af5e70eb0b5322afed29f37;3.5;9.2;6.4;6.5;7.8;0;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0b438f442bf19f376d865b1989430506;9.0;10.0;9.5;0.0;9.5;0;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;350253b1ba89e249a9175ff7e69bd76e;8.5;9.2;8.8;0.0;8.8;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5f2998dcd33b25a21c0bab580cec7a1d;5.0;9.2;7.1;0.0;7.1;2;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;d128197c843165e81c93565572bf48ab;6.0;9.2;7.6;0.0;7.6;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6d7ff5972e02ab15d1a72ca16cd966f6;10.0;10.0;10.0;0.0;10.0;2;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1aa1d1a9ef4850270cdd9cfc255bd238;0.0;0.0;0.0;0.0;0.0;10;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;c47db4e06d5df22e7df52f15a38282a3;4.0;4.8;4.4;7.0;5.9;2;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;c5c8573f7f118226c144ac8995863533;2.0;0.0;1.0;0.0;1.0;3;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7b61681c0789c10310f7d9462b0f2de5;5.5;7.5;6.5;6.5;7.0;3;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2c28cdb3f11c89d0151c116a03d2455d;6.0;10.0;8.0;0.0;8.0;3;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2b960225f2a10eb2fcc1415012bb8988;6.5;8.4;7.4;8.5;8.4;0;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;e948b47003300f5474b504fe1cca4801;6.5;9.6;8.0;0.0;8.0;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;506f385673fce95cf6b613aae2e34186;4.0;10.0;7.0;0.0;7.0;0;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;103600f46942946a2032ed6f6b0a5e7d;3.0;0.0;1.5;0.0;1.5;5;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;c428335244e15b7edb437384894ae4c7;0.0;0.0;0.0;0.0;0.0;7;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;942a0a52693ea6381cb449a665acc3b4;5.5;9.2;7.4;0.0;7.4;2;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4b356b64b103f410a1824d3ee1dce49f;3.5;8.4;6.0;9.5;9.0;4;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;599ea2c1e49b17035b758699503f2033;3.0;6.0;4.5;7.0;6.5;2;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;71643f2fc3ea5ef841554967d51029a7;5.5;9.2;7.4;0.0;7.4;2;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8d8d21f936975cae6efc5913a3ed9c24;7.0;9.0;8.0;0.0;8.0;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;06f32c151bc647c7582e61daf59e0f40;5.5;8.4;7.0;8.5;8.4;1;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;d49fa321fb2ed28ca575024090d0913b;5.0;9.2;7.1;0.0;7.1;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;a8c56e8ba44312fdfd9907c10b3bcc7f;5.5;9.2;7.4;0.0;7.4;0;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;bb0ece95ea7a876e05235049e71e25de;5.5;9.2;7.4;0.0;7.4;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;a296c725abb54f8cc3d01b06475997fd;5.5;6.8;6.2;5.5;6.2;0;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8bb5dde516e6ec970ddaad886ac71197;0.0;3.2;1.6;3.0;3.1;2;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3f10296e433333eb415690b18916e251;10.0;10.0;10.0;0.0;10.0;0;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;fac0aca87b0d5b591bffa53d1b5a8542;4.0;10.0;7.0;0.0;7.0;0;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7cf1d6610e507ed5ccd9e489985173a7;6.5;9.6;8.0;0.0;8.0;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0c43133c3a96d1e45f0427a461b3ed8c;4.0;7.6;5.8;6.5;7.0;1;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;dca332419e8904c4d2866b1748b620c1;8.0;9.2;8.6;0.0;8.6;3;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;37921baafad031abad7a9e06a74ddc22;3.0;5.6;4.3;7.0;6.3;3;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ae038b7f058c8686f659bd449e5494cb;3.0;9.2;6.1;7.0;8.1;3;1.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;f5b571e9ccd1e797436229ddb7682a41;8.0;9.2;8.6;0.0;8.6;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5b326044aba59b5105df564a63f7d267;7.0;7.0;7.0;0.0;7.0;2;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0f9b41ce1259c6cb707b440e7b5af6b0;6.5;9.2;7.8;0.0;7.8;1;0.0
2019-01;825-2019-01;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;a0ac89ae66d643a37826a2141f7aa2ba;5.0;7.6;6.3;6.5;7.0;0;1.0
2019-01;826-2019-01;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;d8fff594d937a49873ceba74ebe0079c;0.0;0.0;0.0;0.0;0.0;0;0.0
2019-01;826-2019-01;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13c3f1632cfcdaf4016612a452a1811f;7.0;4.0;5.5;0.0;5.5;3;0.0
2019-01;826-2019-01;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8546186afa3dfa66ced46940e3879107;9.0;5.5;7.2;0.0;7.2;2;0.0
2019-01;826-2019-01;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;02719a52ed57e63fa54a592090b66624;5.5;2.0;3.8;8.0;6.8;3;1.0
2019-01;826-2019-01;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;340658f896119ce16e7866cc3d98f9a9;9.0;7.0;8.0;0.0;8.0;0;0.0
2019-01;826-2019-01;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;ef354f1b7af5e70eb0b5322afed29f37;7.5;6.0;6.8;8.2;7.8;2;1.0
